id,value,type
allWater.sea,124,sea
allWater.sea,109,sea
allWater.sea,121,sea
allWater.sea,111,sea
allWater.sea,110,sea
allWater.sea,124,sea
allWater.sea,106,sea
allWater.sea,103,sea
allWater.sea,103,sea
allWater.sea,115,sea
allWater.sea,105,sea
allWater.sea,102,sea
allWater.sea,100,sea
allWater.sea,117,sea
allWater.sea,121,sea
allWater.sea,111,sea
allWater.sea,116,sea
allWater.sea,122,sea
allWater.sea,107,sea
allWater.sea,105,sea
allWater.sea,112,sea
allWater.sea,119,sea
allWater.sea,109,sea
allWater.sea,103,sea
allWater.sea,114,sea
allWater.sea,101,sea
allWater.sea,106,sea
allWater.sea,117,sea
allWater.sea,102,sea
allWater.sea,118,sea
allWater.sea,112,sea
allWater.sea,107,sea
allWater.sea,102,sea
allWater.sea,102,sea
allWater.sea,100,sea
allWater.sea,113,sea
allWater.sea,115,sea
allWater.sea,118,sea
allWater.sea,100,sea
allWater.sea,107,sea
allWater.sea,102,sea
allWater.sea,120,sea
allWater.sea,123,sea
allWater.sea,113,sea
allWater.sea,120,sea
allWater.sea,103,sea
allWater.sea,123,sea
allWater.sea,109,sea
allWater.sea,103,sea
allWater.sea,101,sea
allWater.sea,114,sea
allWater.sea,108,sea
allWater.sea,120,sea
allWater.sea,111,sea
allWater.sea,113,sea
allWater.sea,122,sea
allWater.sea,115,sea
allWater.sea,103,sea
allWater.sea,123,sea
allWater.sea,114,sea
allWater.sea,121,sea
allWater.sea,119,sea
allWater.sea,115,sea
allWater.sea,100,sea
allWater.sea,105,sea
allWater.sea,100,sea
allWater.sea,104,sea
allWater.sea,111,sea
allWater.sea,107,sea
allWater.sea,111,sea
allWater.sea,108,sea
allWater.sea,119,sea
allWater.sea,113,sea
allWater.sea,124,sea
allWater.sea,105,sea
allWater.sea,118,sea
allWater.sea,106,sea
allWater.sea,107,sea
allWater.sea,100,sea
allWater.sea,100,sea
allWater.sea,103,sea
allWater.sea,120,sea
allWater.sea,115,sea
allWater.sea,113,sea
allWater.sea,112,sea
allWater.sea,100,sea
allWater.sea,122,sea
allWater.sea,119,sea
allWater.sea,101,sea
allWater.sea,103,sea
allWater.sea,116,sea
allWater.sea,113,sea
allWater.sea,108,sea
allWater.sea,101,sea
allWater.sea,114,sea
allWater.sea,122,sea
allWater.sea,119,sea
allWater.sea,112,sea
allWater.sea,124,sea
allWater.sea,108,sea
allWater.sea,112,sea
allWater.sea,119,sea
allWater.sea,117,sea
allWater.sea,106,sea
allWater.sea,104,sea
allWater.sea,101,sea
allWater.sea,101,sea
allWater.sea,118,sea
allWater.sea,114,sea
allWater.sea,119,sea
allWater.sea,112,sea
allWater.sea,111,sea
allWater.sea,111,sea
allWater.sea,122,sea
allWater.sea,115,sea
allWater.sea,111,sea
allWater.sea,104,sea
allWater.sea,124,sea
allWater.sea,112,sea
allWater.sea,122,sea
allWater.sea,115,sea
allWater.sea,117,sea
allWater.sea,119,sea
allWater.sea,108,sea
allWater.sea,105,sea
allWater.sea,117,sea
allWater.sea,103,sea
allWater.sea,116,sea
allWater.sea,102,sea
allWater.sea,102,sea
allWater.sea,122,sea
allWater.sea,108,sea
allWater.sea,113,sea
allWater.sea,118,sea
allWater.sea,116,sea
allWater.sea,101,sea
allWater.sea,111,sea
allWater.sea,108,sea
allWater.sea,119,sea
allWater.sea,101,sea
allWater.sea,112,sea
allWater.sea,117,sea
allWater.sea,124,sea
allWater.sea,106,sea
allWater.sea,114,sea
allWater.sea,112,sea
allWater.sea,108,sea
allWater.sea,114,sea
allWater.sea,104,sea
allWater.sea,122,sea
allWater.sea,104,sea
allWater.sea,104,sea
allWater.sea,103,sea
allWater.sea,118,sea
allWater.sea,118,sea
allWater.sea,111,sea
allWater.sea,114,sea
allWater.sea,104,sea
allWater.sea,124,sea
allWater.sea,110,sea
allWater.sea,101,sea
allWater.sea,106,sea
allWater.sea,114,sea
allWater.sea,113,sea
allWater.sea,108,sea
allWater.sea,109,sea
allWater.sea,118,sea
allWater.sea,123,sea
allWater.sea,116,sea
allWater.sea,104,sea
allWater.sea,123,sea
allWater.sea,104,sea
allWater.sea,119,sea
allWater.sea,114,sea
allWater.sea,102,sea
allWater.sea,110,sea
allWater.sea,102,sea
allWater.sea,115,sea
allWater.sea,111,sea
allWater.sea,100,sea
allWater.sea,120,sea
allWater.sea,121,sea
allWater.sea,106,sea
allWater.sea,100,sea
allWater.sea,106,sea
allWater.sea,121,sea
allWater.sea,100,sea
allWater.sea,101,sea
allWater.sea,112,sea
allWater.sea,124,sea
allWater.sea,123,sea
allWater.sea,104,sea
allWater.sea,116,sea
allWater.sea,111,sea
allWater.sea,124,sea
allWater.sea,123,sea
allWater.sea,123,sea
allWater.sea,102,sea
allWater.sea,120,sea
allWater.sea,102,sea
allWater.sea,110,sea
allWater.sea,114,sea
allWater.sea,124,sea
allWater.sea,122,sea
allWater.sea,118,sea
allWater.sea,121,sea
allWater.sea,102,sea
allWater.sea,109,sea
allWater.sea,101,sea
allWater.sea,123,sea
allWater.sea,110,sea
allWater.sea,118,sea
allWater.sea,107,sea
allWater.sea,105,sea
allWater.sea,113,sea
allWater.sea,108,sea
allWater.sea,107,sea
allWater.sea,120,sea
allWater.sea,107,sea
allWater.sea,119,sea
allWater.sea,121,sea
allWater.sea,116,sea
allWater.sea,115,sea
allWater.sea,117,sea
allWater.sea,112,sea
allWater.sea,124,sea
allWater.sea,102,sea
allWater.sea,102,sea
allWater.sea,111,sea
allWater.sea,108,sea
allWater.sea,115,sea
allWater.sea,114,sea
allWater.sea,105,sea
allWater.sea,118,sea
allWater.sea,113,sea
allWater.sea,105,sea
allWater.sea,105,sea
allWater.sea,106,sea
allWater.sea,118,sea
allWater.sea,100,sea
allWater.sea,121,sea
allWater.sea,118,sea
allWater.sea,118,sea
allWater.sea,121,sea
allWater.sea,118,sea
allWater.sea,103,sea
allWater.sea,100,sea
allWater.sea,104,sea
allWater.sea,112,sea
allWater.sea,101,sea
allWater.sea,120,sea
allWater.sea,116,sea
allWater.sea,102,sea
allWater.sea,115,sea
allWater.sea,119,sea
allWater.sea,112,sea
allWater.sea,124,sea
allWater.sea,110,sea
allWater.sea,123,sea
allWater.sea,118,sea
allWater.sea,120,sea
allWater.sea,101,sea
allWater.sea,120,sea
allWater.sea,124,sea
allWater.sea,122,sea
allWater.sea,100,sea
allWater.sea,103,sea
allWater.sea,123,sea
allWater.sea,119,sea
allWater.sea,101,sea
allWater.sea,109,sea
allWater.sea,119,sea
allWater.sea,107,sea
allWater.sea,118,sea
allWater.sea,103,sea
allWater.sea,106,sea
allWater.sea,104,sea
allWater.sea,106,sea
allWater.sea,117,sea
allWater.sea,116,sea
allWater.sea,124,sea
allWater.sea,106,sea
allWater.sea,100,sea
allWater.sea,120,sea
allWater.sea,106,sea
allWater.sea,105,sea
allWater.sea,113,sea
allWater.sea,102,sea
allWater.sea,101,sea
allWater.sea,118,sea
allWater.sea,111,sea
allWater.sea,121,sea
allWater.sea,118,sea
allWater.sea,100,sea
allWater.sea,110,sea
allWater.sea,105,sea
allWater.sea,108,sea
allWater.sea,115,sea
allWater.sea,109,sea
allWater.sea,122,sea
allWater.sea,107,sea
allWater.sea,106,sea
allWater.sea,113,sea
allWater.sea,107,sea
allWater.sea,111,sea
allWater.sea,115,sea
allWater.sea,113,sea
allWater.sea,121,sea
allWater.sea,116,sea
allWater.sea,120,sea
allWater.sea,108,sea
allWater.sea,109,sea
allWater.sea,103,sea
allWater.sea,105,sea
allWater.sea,112,sea
allWater.sea,122,sea
allWater.sea,117,sea
allWater.sea,106,sea
allWater.sea,105,sea
allWater.sea,118,sea
allWater.sea,124,sea
allWater.sea,114,sea
allWater.sea,107,sea
allWater.sea,119,sea
allWater.sea,124,sea
allWater.sea,116,sea
allWater.sea,104,sea
allWater.sea,110,sea
allWater.fresh.fresh_nonaccessible,110,fresh_nonaccessible
allWater.sea,106,sea
allWater.sea,108,sea
allWater.sea,115,sea
allWater.sea,103,sea
allWater.sea,109,sea
allWater.sea,103,sea
allWater.sea,102,sea
allWater.sea,100,sea
allWater.sea,106,sea
allWater.sea,102,sea
allWater.sea,107,sea
allWater.sea,106,sea
allWater.sea,112,sea
allWater.sea,104,sea
allWater.sea,107,sea
allWater.sea,121,sea
allWater.sea,106,sea
allWater.sea,113,sea
allWater.sea,101,sea
allWater.sea,106,sea
allWater.sea,121,sea
allWater.sea,103,sea
allWater.sea,120,sea
allWater.sea,123,sea
allWater.sea,103,sea
allWater.sea,115,sea
allWater.sea,106,sea
allWater.sea,116,sea
allWater.sea,119,sea
allWater.sea,120,sea
allWater.sea,114,sea
allWater.sea,110,sea
allWater.sea,106,sea
allWater.sea,123,sea
allWater.sea,106,sea
allWater.sea,113,sea
allWater.sea,114,sea
allWater.sea,118,sea
allWater.sea,119,sea
allWater.sea,116,sea
allWater.sea,109,sea
allWater.sea,113,sea
allWater.sea,114,sea
allWater.sea,120,sea
allWater.sea,103,sea
allWater.sea,116,sea
allWater.sea,106,sea
allWater.sea,107,sea
allWater.sea,105,sea
allWater.sea,103,sea
allWater.sea,112,sea
allWater.sea,114,sea
allWater.sea,117,sea
allWater.sea,118,sea
allWater.sea,105,sea
allWater.sea,120,sea
allWater.sea,121,sea
allWater.sea,110,sea
allWater.sea,100,sea
allWater.sea,100,sea
allWater.sea,104,sea
allWater.sea,120,sea
allWater.sea,115,sea
allWater.sea,112,sea
allWater.sea,115,sea
allWater.sea,115,sea
allWater.sea,102,sea
allWater.sea,112,sea
allWater.sea,121,sea
allWater.sea,114,sea
allWater.sea,109,sea
allWater.sea,113,sea
allWater.sea,113,sea
allWater.sea,119,sea
allWater.sea,122,sea
allWater.sea,113,sea
allWater.sea,114,sea
allWater.sea,111,sea
allWater.sea,113,sea
allWater.sea,123,sea
allWater.sea,114,sea
allWater.sea,121,sea
allWater.sea,121,sea
allWater.sea,108,sea
allWater.sea,111,sea
allWater.sea,122,sea
allWater.sea,110,sea
allWater.sea,111,sea
allWater.sea,111,sea
allWater.sea,104,sea
allWater.sea,118,sea
allWater.sea,105,sea
allWater.sea,101,sea
allWater.sea,114,sea
allWater.sea,109,sea
allWater.sea,112,sea
allWater.sea,118,sea
allWater.sea,101,sea
allWater.sea,107,sea
allWater.sea,106,sea
allWater.sea,103,sea
allWater.sea,104,sea
allWater.sea,107,sea
allWater.sea,122,sea
allWater.sea,116,sea
allWater.sea,104,sea
allWater.sea,122,sea
allWater.sea,104,sea
allWater.sea,110,sea
allWater.sea,121,sea
allWater.sea,124,sea
allWater.sea,115,sea
allWater.sea,119,sea
allWater.sea,112,sea
allWater.sea,117,sea
allWater.sea,113,sea
allWater.sea,101,sea
allWater.sea,122,sea
allWater.sea,113,sea
allWater.sea,114,sea
allWater.sea,105,sea
allWater.sea,118,sea
allWater.sea,112,sea
allWater.sea,105,sea
allWater.sea,113,sea
allWater.sea,111,sea
allWater.sea,111,sea
allWater.sea,119,sea
allWater.sea,117,sea
allWater.sea,120,sea
allWater.sea,107,sea
allWater.sea,106,sea
allWater.sea,107,sea
allWater.sea,111,sea
allWater.sea,109,sea
allWater.sea,113,sea
allWater.sea,124,sea
allWater.sea,117,sea
allWater.sea,116,sea
allWater.sea,124,sea
allWater.sea,117,sea
allWater.sea,112,sea
allWater.sea,117,sea
allWater.sea,108,sea
allWater.sea,103,sea
allWater.sea,123,sea
allWater.sea,121,sea
allWater.sea,105,sea
allWater.sea,106,sea
allWater.sea,106,sea
allWater.sea,110,sea
allWater.sea,110,sea
allWater.sea,109,sea
allWater.sea,124,sea
allWater.sea,104,sea
allWater.sea,105,sea
allWater.sea,111,sea
allWater.sea,101,sea
allWater.sea,109,sea
allWater.sea,102,sea
allWater.sea,105,sea
allWater.sea,124,sea
allWater.sea,109,sea
allWater.sea,104,sea
allWater.sea,119,sea
allWater.sea,119,sea
allWater.sea,106,sea
allWater.sea,117,sea
allWater.sea,120,sea
allWater.sea,118,sea
allWater.sea,103,sea
allWater.sea,107,sea
allWater.sea,101,sea
allWater.sea,113,sea
allWater.sea,118,sea
allWater.sea,108,sea
allWater.sea,115,sea
allWater.sea,118,sea
allWater.sea,106,sea
allWater.sea,108,sea
allWater.sea,117,sea
allWater.sea,118,sea
allWater.sea,104,sea
allWater.sea,108,sea
allWater.sea,120,sea
allWater.fresh.fresh_nonaccessible,122,fresh_nonaccessible
allWater.sea,102,sea
allWater.sea,109,sea
allWater.sea,104,sea
allWater.sea,117,sea
allWater.sea,108,sea
allWater.sea,106,sea
allWater.sea,117,sea
allWater.sea,100,sea
allWater.sea,108,sea
allWater.sea,110,sea
allWater.sea,113,sea
allWater.sea,111,sea
allWater.sea,111,sea
allWater.sea,118,sea
allWater.sea,102,sea
allWater.sea,114,sea
allWater.sea,110,sea
allWater.sea,115,sea
allWater.sea,110,sea
allWater.sea,119,sea
allWater.sea,101,sea
allWater.sea,123,sea
allWater.sea,103,sea
allWater.sea,115,sea
allWater.sea,120,sea
allWater.sea,113,sea
allWater.sea,119,sea
allWater.sea,112,sea
allWater.fresh.fresh_nonaccessible,117,fresh_nonaccessible
allWater.sea,119,sea
allWater.sea,113,sea
allWater.sea,102,sea
allWater.sea,100,sea
allWater.sea,113,sea
allWater.sea,120,sea
allWater.sea,118,sea
allWater.sea,124,sea
allWater.sea,121,sea
allWater.sea,122,sea
allWater.sea,124,sea
allWater.sea,100,sea
allWater.sea,103,sea
allWater.sea,103,sea
allWater.sea,103,sea
allWater.sea,108,sea
allWater.sea,108,sea
allWater.sea,101,sea
allWater.sea,110,sea
allWater.sea,121,sea
allWater.sea,108,sea
allWater.fresh.fresh_nonaccessible,118,fresh_nonaccessible
allWater.sea,111,sea
allWater.sea,120,sea
allWater.sea,110,sea
allWater.sea,117,sea
allWater.sea,108,sea
allWater.sea,123,sea
allWater.sea,113,sea
allWater.sea,114,sea
allWater.sea,102,sea
allWater.sea,102,sea
allWater.sea,107,sea
allWater.sea,103,sea
allWater.sea,115,sea
allWater.sea,103,sea
allWater.sea,113,sea
allWater.sea,112,sea
allWater.sea,113,sea
allWater.sea,101,sea
allWater.sea,115,sea
allWater.sea,120,sea
allWater.sea,100,sea
allWater.sea,122,sea
allWater.sea,101,sea
allWater.sea,116,sea
allWater.sea,108,sea
allWater.sea,122,sea
allWater.sea,107,sea
allWater.fresh.fresh_nonaccessible,108,fresh_nonaccessible
allWater.sea,111,sea
allWater.sea,110,sea
allWater.sea,101,sea
allWater.sea,116,sea
allWater.sea,100,sea
allWater.sea,119,sea
allWater.sea,111,sea
allWater.sea,117,sea
allWater.sea,114,sea
allWater.sea,104,sea
allWater.sea,124,sea
allWater.sea,102,sea
allWater.sea,110,sea
allWater.sea,118,sea
allWater.sea,106,sea
allWater.sea,104,sea
allWater.sea,112,sea
allWater.sea,117,sea
allWater.sea,111,sea
allWater.sea,115,sea
allWater.sea,116,sea
allWater.sea,113,sea
allWater.sea,114,sea
allWater.sea,121,sea
allWater.sea,117,sea
allWater.sea,120,sea
allWater.sea,106,sea
allWater.sea,121,sea
allWater.sea,118,sea
allWater.sea,119,sea
allWater.sea,115,sea
allWater.sea,108,sea
allWater.sea,111,sea
allWater.sea,119,sea
allWater.sea,115,sea
allWater.sea,121,sea
allWater.sea,114,sea
allWater.sea,122,sea
allWater.sea,112,sea
allWater.sea,111,sea
allWater.sea,110,sea
allWater.sea,105,sea
allWater.sea,100,sea
allWater.sea,111,sea
allWater.sea,123,sea
allWater.sea,117,sea
allWater.sea,112,sea
allWater.sea,103,sea
allWater.sea,116,sea
allWater.sea,109,sea
allWater.sea,112,sea
allWater.sea,113,sea
allWater.sea,104,sea
allWater.sea,106,sea
allWater.sea,123,sea
allWater.sea,117,sea
allWater.sea,109,sea
allWater.sea,100,sea
allWater.sea,108,sea
allWater.sea,112,sea
allWater.sea,123,sea
allWater.sea,123,sea
allWater.sea,101,sea
allWater.sea,114,sea
allWater.sea,124,sea
allWater.sea,111,sea
allWater.sea,113,sea
allWater.sea,103,sea
allWater.sea,109,sea
allWater.sea,104,sea
allWater.sea,112,sea
allWater.sea,122,sea
allWater.sea,124,sea
allWater.sea,123,sea
allWater.sea,105,sea
allWater.sea,111,sea
allWater.sea,100,sea
allWater.sea,123,sea
allWater.sea,120,sea
allWater.sea,120,sea
allWater.sea,102,sea
allWater.sea,106,sea
allWater.sea,109,sea
allWater.sea,123,sea
allWater.sea,122,sea
allWater.sea,101,sea
allWater.sea,105,sea
allWater.sea,109,sea
allWater.sea,124,sea
allWater.sea,112,sea
allWater.sea,119,sea
allWater.sea,120,sea
allWater.sea,103,sea
allWater.sea,105,sea
allWater.sea,111,sea
allWater.sea,104,sea
allWater.sea,101,sea
allWater.fresh.fresh_nonaccessible,111,fresh_nonaccessible
allWater.sea,124,sea
allWater.fresh.fresh_nonaccessible,116,fresh_nonaccessible
allWater.sea,118,sea
allWater.sea,123,sea
allWater.sea,107,sea
allWater.sea,113,sea
allWater.sea,111,sea
allWater.sea,120,sea
allWater.sea,123,sea
allWater.sea,109,sea
allWater.sea,110,sea
allWater.sea,105,sea
allWater.sea,108,sea
allWater.sea,115,sea
allWater.sea,119,sea
allWater.sea,123,sea
allWater.sea,115,sea
allWater.sea,100,sea
allWater.sea,114,sea
allWater.sea,120,sea
allWater.sea,116,sea
allWater.sea,112,sea
allWater.sea,119,sea
allWater.sea,107,sea
allWater.sea,110,sea
allWater.sea,111,sea
allWater.sea,108,sea
allWater.sea,112,sea
allWater.sea,117,sea
allWater.sea,101,sea
allWater.sea,114,sea
allWater.sea,102,sea
allWater.sea,103,sea
allWater.sea,115,sea
allWater.sea,116,sea
allWater.sea,117,sea
allWater.sea,116,sea
allWater.sea,119,sea
allWater.sea,109,sea
allWater.sea,107,sea
allWater.sea,104,sea
allWater.sea,111,sea
allWater.sea,123,sea
allWater.sea,121,sea
allWater.sea,101,sea
allWater.sea,118,sea
allWater.sea,120,sea
allWater.sea,109,sea
allWater.sea,121,sea
allWater.sea,111,sea
allWater.sea,120,sea
allWater.sea,113,sea
allWater.sea,112,sea
allWater.sea,118,sea
allWater.sea,101,sea
allWater.sea,103,sea
allWater.sea,114,sea
allWater.sea,118,sea
allWater.sea,112,sea
allWater.sea,104,sea
allWater.sea,111,sea
allWater.sea,112,sea
allWater.sea,120,sea
allWater.sea,118,sea
allWater.sea,118,sea
allWater.sea,120,sea
allWater.sea,110,sea
allWater.sea,120,sea
allWater.sea,111,sea
allWater.sea,110,sea
allWater.sea,105,sea
allWater.sea,119,sea
allWater.sea,100,sea
allWater.sea,122,sea
allWater.sea,108,sea
allWater.sea,111,sea
allWater.sea,117,sea
allWater.sea,105,sea
allWater.sea,103,sea
allWater.sea,123,sea
allWater.sea,105,sea
allWater.sea,119,sea
allWater.sea,107,sea
allWater.sea,119,sea
allWater.sea,101,sea
allWater.sea,104,sea
allWater.sea,122,sea
allWater.sea,113,sea
allWater.sea,121,sea
allWater.fresh.fresh_accessible,1,fresh_accessible
allWater.sea,109,sea
allWater.sea,114,sea
allWater.sea,108,sea
allWater.sea,106,sea
allWater.sea,114,sea
allWater.sea,101,sea
allWater.sea,105,sea
allWater.sea,108,sea
allWater.sea,114,sea
allWater.sea,100,sea
allWater.sea,102,sea
allWater.sea,107,sea
allWater.sea,115,sea
allWater.sea,110,sea
allWater.sea,107,sea
allWater.sea,124,sea
allWater.sea,108,sea
allWater.sea,105,sea
allWater.sea,109,sea
allWater.sea,116,sea
allWater.sea,123,sea
allWater.sea,108,sea
allWater.sea,108,sea
allWater.sea,112,sea
allWater.sea,113,sea
allWater.sea,114,sea
allWater.sea,109,sea
allWater.sea,123,sea
allWater.sea,122,sea
allWater.sea,112,sea
allWater.sea,104,sea
allWater.sea,114,sea
allWater.sea,120,sea
allWater.sea,101,sea
allWater.sea,109,sea
allWater.sea,119,sea
allWater.sea,117,sea
allWater.sea,108,sea
allWater.sea,119,sea
allWater.sea,111,sea
allWater.sea,104,sea
allWater.sea,121,sea
allWater.sea,110,sea
allWater.sea,114,sea
allWater.sea,113,sea
allWater.sea,100,sea
allWater.sea,105,sea
allWater.sea,111,sea
allWater.sea,121,sea
allWater.sea,101,sea
allWater.sea,120,sea
allWater.sea,101,sea
allWater.sea,114,sea
allWater.sea,113,sea
allWater.sea,100,sea
allWater.sea,123,sea
allWater.sea,111,sea
allWater.sea,109,sea
allWater.sea,105,sea
allWater.sea,105,sea
allWater.sea,122,sea
allWater.sea,118,sea
allWater.sea,104,sea
allWater.sea,100,sea
allWater.sea,111,sea
allWater.sea,103,sea
allWater.sea,105,sea
allWater.sea,103,sea
allWater.sea,107,sea
allWater.sea,107,sea
allWater.sea,106,sea
allWater.sea,107,sea
allWater.sea,101,sea
allWater.sea,101,sea
allWater.sea,109,sea
allWater.sea,108,sea
allWater.sea,104,sea
allWater.sea,103,sea
allWater.sea,111,sea
allWater.sea,104,sea
allWater.sea,121,sea
allWater.sea,100,sea
allWater.sea,109,sea
allWater.sea,122,sea
allWater.sea,122,sea
allWater.sea,101,sea
allWater.sea,114,sea
allWater.sea,124,sea
allWater.sea,121,sea
allWater.sea,113,sea
allWater.sea,118,sea
allWater.sea,123,sea
allWater.sea,121,sea
allWater.sea,106,sea
allWater.sea,108,sea
allWater.sea,118,sea
allWater.sea,102,sea
allWater.sea,116,sea
allWater.sea,111,sea
allWater.sea,116,sea
allWater.sea,110,sea
allWater.sea,117,sea
allWater.sea,102,sea
allWater.sea,109,sea
allWater.sea,109,sea
allWater.sea,124,sea
allWater.sea,124,sea
allWater.sea,102,sea
allWater.sea,107,sea
allWater.sea,111,sea
allWater.sea,116,sea
allWater.sea,120,sea
allWater.sea,124,sea
allWater.sea,115,sea
allWater.sea,109,sea
allWater.sea,119,sea
allWater.sea,123,sea
allWater.sea,116,sea
allWater.sea,107,sea
allWater.sea,123,sea
allWater.sea,100,sea
allWater.sea,108,sea
allWater.sea,106,sea
allWater.sea,108,sea
allWater.sea,104,sea
allWater.sea,115,sea
allWater.sea,110,sea
allWater.sea,112,sea
allWater.sea,122,sea
allWater.sea,121,sea
allWater.sea,118,sea
allWater.sea,113,sea
allWater.sea,108,sea
