district,total_case_count,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19
"Kallakurichi, TN",111.0,,,2.19,2.19,0.0,0.0,0.0,0.0,0.0,2.19,2.19,2.19,2.19,2.19,2.19,0.73,0.73,0.73,0.73,0.73,0.73,12.41,12.41,3.65,8.03
"Kamareddy, TG",12.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kamjong, MN",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kamle, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kamrup, AS",9.0,,,,,,,,,,,,,,,,,,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
"Kamrup Metropolitan, AS",66.0,,,,,,,,,,,,,,0.79,0.79,0.79,0.79,0.79,0.79,6.35,2.38,1.59,3.97,5.55,3.17
"Kancheepuram, TN",206.0,6.0,0.0,0.0,0.0,2.57,2.57,1.71,11.15,0.0,0.0,0.0,38.58,1.71,6.86,14.57,6.86,6.86,20.58,3.43,6.86,8.57,3.43,4.29,14.57,4.29
"Kandhamal, OR",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Kangpokpi, MN",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Kangra, HP",21.0,,,,,,,,,,,,,0.66,0.66,0.66,0.66,0.66,2.65,0.66,1.33,0.66,0.66,0.66,0.66,0.0
"Kannauj, UP",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,1.81,3.02,3.02,1.21,0.6,1.81,1.81,0.0,0.0
"Kanniyakumari, TN",49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.07,1.07,1.07,1.07,1.07,0.54,0.54,0.54,0.54,1.07,1.07,1.61,1.07,1.07,1.07,2.68
"Kannur, KL",129.0,0.4,0.4,0.4,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,1.19,1.98
"Kanpur Dehat, UP",7.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kanpur Nagar, UP",317.0,5.25,4.59,5.9,1.75,3.28,3.28,2.62,1.09,6.34,2.19,2.19,3.5,3.28,3.28,3.28,3.28,0.22,1.09,0.22,0.87,3.28,3.28,0.44,0.22,0.0
"Kapurthala, PB",33.0,0.0,0.0,0.0,3.67,3.67,3.67,3.67,3.67,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,3.67,3.67,1.22,1.22,1.22,1.22,3.67,3.67,0.0
"Karaikal, PY",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Karauli, RJ",10.0,,,,,,,,,,,,,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.69,0.69,0.0,0.0
"Karbi Anglong, AS",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kargil, LA",9.0,,6.97,6.97,6.97,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karimganj, AS",4.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Karimnagar, TG",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Karnal, HR",20.0,,,,,,,,,,,,3.32,0.66,0.66,0.66,0.66,0.66,0.66,3.32,3.32,1.33,1.33,1.33,0.66,0.66
"Karur, TN",79.0,,,,,,,,0.0,0.0,0.0,0.93,0.93,1.86,0.0,0.0,0.0,0.93,0.93,1.86,1.86,0.93,0.93,0.93,0.93,5.57
"Kasaragod, KL",197.0,0.0,0.0,0.0,0.0,1.54,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0.77,0.77,1.54,1.54,1.54,0.0
"Kasganj, UP",13.0,,,,,,,,,,,,,,,1.39,1.39,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.39
"Kathua, JK",36.0,,,,,,,,,,,,,,,,1.62,4.87,11.37,6.5,1.62,1.62,16.24,1.62,3.25,3.25
"Katihar, BR",34.0,,,,,,,,,,1.63,1.63,0.65,0.65,0.65,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.63,1.63,4.24
"Katni, MP",0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kaushambi, UP",29.0,,,,,,,,,,,,,,,,,,,,0.63,0.63,0.63,0.63,0.63,0.63
"Kendrapara, OR",38.0,,,,,,,,,,,,,3.47,3.47,1.39,1.39,1.39,0.69,0.69,0.69,0.69,2.78,0.69,2.08,5.56
"Kendujhar, OR",8.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.55,0.55,0.0,0.0
"Khagaria, BR",55.0,,,,,,,,,,,,,,,,0.6,3.02,9.65,1.81,3.62,3.02,1.21,0.6,0.6,0.0
"Khammam, TG",8.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khandwa, MP",186.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,0.76,3.05,0.76,0.76,15.27,0.76,0.76,0.0,0.0,0.0,0.0,16.04
"Khargone, MP",114.0,5.34,5.34,2.67,2.67,2.67,5.34,5.34,2.14,2.67,2.67,2.67,5.34,5.34,5.34,5.34,5.34,5.34,1.6,1.6,1.07,1.07,8.01,2.67,2.67,2.67
"Khawzawl, MZ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Kheda, GJ",51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.74,0.43,1.3,3.04,0.87,0.43,0.43,0.43,0.43,1.3,1.3,2.61,2.61,0.43,1.74
"Kheri, UP",35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.49,0.5,0.5
"Khordha, OR",64.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.34,1.34,0.45,1.78
"Khowai, TR",1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
"Khunti, JH",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kinnaur, HP",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kiphire, NL",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kishanganj, BR",14.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.18,0.59,0.59,0.59,0.0
"Kishtwar, JK",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Kodagu, KA",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Kodarma, JH",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0
"Kohima, NL",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kokrajhar, AS",2.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Kolar, KA",9.0,,,,,,,,,,,,,,,,,,,,,,1.95,1.95,0.0,0.0
"Kolasib, MZ",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kolhapur, MH",52.0,0.0,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.26,0.26,2.32,4.13,0.0
"Kolkata, WB",1433.0,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.14,12.04,6.46,14.04,14.49,8.25,12.04,8.69,18.94,6.91,9.58,14.49,10.25,13.6,13.6
"Kollam, KL",28.0,1.14,0.38,0.38,0.38,0.38,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,2.28,0.0
"Kondagaon, CT",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Koppal, KA",3.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Koraput, OR",1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korba, CT",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Koriya, CT",1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
"Kota, RJ",331.0,2.56,4.61,3.59,12.3,1.54,2.56,3.59,1.54,1.03,1.54,4.61,4.1,4.1,4.61,0.51,8.72,4.61,2.56,2.56,0.51,24.61,0.51,2.56,1.03,2.56
"Kottayam, KL",25.0,1.01,2.53,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
"Kozhikode, KL",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.65,0.97,0.65,0.65,0.0
"Kra Daadi, AR",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Krishna, AP",382.0,5.52,11.04,7.29,2.87,2.87,2.21,0.44,0.44,1.77,2.65,1.77,3.09,3.53,1.32,3.53,0.22,0.66,0.88,0.66,0.44,1.99,1.55,0.44,0.44,0.0
"Krishnagiri, TN",20.0,,,,,,,,,,,,,2.12,1.06,2.12,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kulgam, JK",166.0,,,,,,9.46,0.0,0.0,0.0,0.0,0.0,0.0,9.46,9.46,2.37,23.65,26.02,63.86,7.1,4.73,4.73,4.73,66.23,28.38,16.56
"Kullu, HP",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kumuram Bheem Asifabad, TG",7.0,1.94,1.94,1.94,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kupwara, JK",101.0,1.14,1.14,1.14,1.14,2.28,2.28,2.28,4.57,4.57,2.28,2.28,2.28,2.28,2.28,2.28,2.28,4.57,4.57,2.28,2.28,2.28,13.71,4.57,4.57,0.0
"Kurnool, AP",615.0,3.46,0.99,3.21,9.88,2.72,10.63,6.18,6.18,7.41,6.18,6.18,4.2,1.73,1.73,1.48,3.21,2.22,2.22,1.73,7.66,7.66,2.22,0.74,0.99,0.0
"Kurukshetra, HR",3.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kurung Kumey, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Kushinagar, UP",7.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.28,0.28
"Lahaul and Spiti, HP",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Lahul and Spiti, HP",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Lakhimpur, AS",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lakhisarai, BR",14.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0
"Lakshadweep, LD",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Lalitpur, UP",1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Latehar, JH",4.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
"Latur, MH",50.0,,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,2.04,0.41,0.41,0.0,0.0,0.0,4.07,2.44,0.0
"Lawngtlai, MZ",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Leh, LA",34.0,,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lepa Rada, AR",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Lohardaga, JH",2.0,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.17
"Lohit, AR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Longding, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Longleng, NL",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Lower Dibang Valley, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Lower Siang, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Lower Subansiri, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Lucknow, UP",306.0,0.87,0.22,0.44,1.09,0.87,0.87,1.74,1.74,0.87,0.87,0.87,0.87,0.87,2.18,0.65,0.44,0.44,0.44,3.27,1.53,1.09,2.4,1.74,0.44,0.44
"Ludhiana, PB",169.0,0.29,0.29,0.0,0.0,0.0,9.75,3.73,6.02,4.01,0.29,0.29,0.29,0.29,0.0,0.0,0.0,0.0,4.59,1.43,0.86,0.29,0.29,1.43,1.72,5.45
"Lunglei, MZ",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Madhepura, BR",20.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0
"Madhubani, BR",73.0,,,,,,,,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.89,0.22,0.45,0.45,4.47,3.57,0.89,0.0
"Madurai, TN",163.0,1.0,3.76,1.0,0.25,0.25,0.25,0.75,0.25,0.5,0.25,0.25,5.01,0.5,0.5,0.5,0.5,1.0,0.5,0.5,2.26,2.51,1.0,3.26,0.75,0.0
"Mahabubabad, TG",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahabubnagar, TG",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahasamund, CT",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Mahe, PY",2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahendragarh, HR",10.0,,,,,,,,,,,,,,,,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.08,2.17
"Mahesana, GJ",80.0,,,,,,1.48,0.0,,,4.93,4.93,0.99,0.99,0.99,0.99,0.99,0.99,3.45,3.95,2.96,4.93,4.93,2.47,2.47,2.47
"Mahisagar, GJ",53.0,0.0,0.0,0.0,0.0,0.0,6.03,6.03,6.03,10.05,3.02,4.02,2.01,6.03,6.03,1.01,3.02,3.02,3.02,1.01,6.03,6.03,3.02,3.02,3.02,3.02
"Mahoba, UP",3.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Mahrajganj, UP",23.0,,,,,,,0.0,,,,,,,,,,,,0.38,0.75,1.13,0.75,0.75,0.75,0.38
"Mainpuri, UP",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,1.08,0.54,0.54,0.54,0.54,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0
"Majuli, AS",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Malappuram, KL",51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.73,0.73,1.22,0.97,0.49,0.97,0.24,0.73
"Maldah, WB",45.0,,,,,,,,,,,,,,1.0,1.0,0.75,0.75,1.5,0.25,0.25,0.25,0.25,1.0,1.0,2.75
"Malkangiri, OR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Mamit, MZ",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Mancherial, TG",1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mandi, HP",2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mandla, MP",1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mandsaur, MP",60.0,,,2.24,2.24,2.24,2.24,2.24,8.21,0.75,0.75,0.75,0.75,8.96,0.0,0.0,0.0,0.0,0.0,1.49,0.75,2.24,2.24,0.0,0.0,0.0
"Mandya, KA",160.0,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.55,7.19,0.55,12.16,9.4,39.26
"Mansa, PB",32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mathura, UP",51.0,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,1.97,1.57,0.39,1.57,0.79,3.54,1.97,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
"Mau, UP",4.0,,,,,,,,,,,,,,,,,,,,,0.45,0.45,0.45,0.0,0.0
"Mayurbhanj, OR",11.0,,,,,,,,,,,,,,,,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Medak, TG",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Medchal Malkajgiri, TG",25.0,1.57,1.57,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Medinipur East, WB",51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.23,0.23,0.23,1.13,0.0,0.0,0.0,0.0,0.23,0.45,0.45,0.0,0.0,0.0,0.0
"Medinipur West, WB",20.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meerut, UP",331.0,0.87,0.87,0.87,0.58,0.87,0.87,0.87,2.32,0.29,7.25,6.96,3.19,2.9,3.48,6.96,6.38,3.77,3.48,2.03,3.48,2.61,7.83,2.32,0.29,0.0
"Mirpur, JK",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirzapur, UP",24.0,,,,,,,,,,,,,,,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2
"Moga, PB",59.0,,,,,,,1.01,22.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mokokchung, NL",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Mon, NL",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Moradabad, UP",169.0,0.21,0.21,0.21,1.05,0.63,0.63,0.63,0.63,0.42,0.21,0.21,0.21,0.21,0.63,1.26,0.21,0.21,0.21,1.47,3.35,0.63,0.63,1.47,0.21,0.21
"Morbi, GJ",2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Morena, MP",38.0,,,,,,,,1.02,1.02,1.02,0.51,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,2.54,2.04
"Morigaon, AS",6.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mulugu, TG",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mumbai, MH",21335.0,268.28,113.8,73.75,73.75,150.99,132.55,73.75,73.75,140.18,73.75,73.75,244.44,216.15,237.76,229.5,278.13,248.57,135.41,254.29,315.01,296.57,280.99,507.0,376.67,0.0
"Mumbai Suburban, MH",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Mungeli, CT",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Munger, BR",133.0,2.21,2.21,16.19,1.47,22.81,22.81,11.04,11.04,11.04,4.41,4.41,4.41,4.41,4.41,4.41,8.09,11.04,11.04,11.04,11.04,11.04,11.04,22.81,22.81,0.0
"Murshidabad, WB",12.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42
"Muzaffarabad, JK",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Muzaffarnagar, UP",30.0,0.48,0.24,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24
"Muzaffarpur, BR",30.0,,,,,,,,,,,,,,,,,0.63,0.63,0.63,0.63,0.63,0.63,1.05,1.05,0.0
"Mysuru, KA",89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nabarangapur, OR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Nadia, WB",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.39
"Nagaon, AS",3.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Nagapattinam, TN",51.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.62,0.62,0.62,0.62
"Nagarkurnool, TG",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nagaur, RJ",196.0,2.72,2.72,0.91,0.3,0.3,1.21,1.21,1.21,1.21,1.21,0.91,0.91,0.91,0.91,0.91,0.91,2.72,1.81,0.6,5.14,0.6,0.91,3.32,0.6,6.65
"Nagpur, MH",375.0,4.51,2.15,2.15,2.15,0.86,0.21,4.51,4.51,1.29,4.51,4.51,0.21,5.16,1.29,2.58,5.8,1.72,1.93,10.53,3.01,0.64,3.87,1.07,3.87,0.0
"Nainital, UT",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,1.05,2.09,1.05,1.05,7.33
"Nalanda, BR",72.0,0.35,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.83,0.35,0.7,0.7,1.04,0.7,0.7,0.35,2.09,0.0
"Nalbari, AS",6.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nalgonda, TG",17.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Namakkal, TN",77.0,1.16,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Namsai, AR",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Nanded, MH",78.0,,,,,0.0,0.0,0.0,0.0,8.04,2.68,2.68,2.68,2.68,8.04,8.04,2.98,0.6,0.3,3.28,3.87,3.87,3.87,2.98,2.68,0.0
"Nandurbar, MH",25.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0
"Narayanpet, TG",1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Narayanpur, CT",0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
"Narmada, GJ",13.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Narsimhapur, MP",0.0,,,,,,,,,,,,,,,,,,,,,,,,,
