,total_case_count,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04
"Chandrapur, MH",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00911468183835841,0.00911468183835841,0.01822936367671682,0.01822936367671682
"Dhule, MH",32.0,0.09761902321429182,0.14642853482143772,0.1561904371428669,0.10738092553572101,0.07809521857143345,0.13666663250000852,0.08785712089286264,0.07809521857143345,0.07809521857143345,0.05857141392857509,0.009761902321429181,0.019523804642858363,0.029285706964287544,0.06833331625000426
"Gadchiroli, MH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gondiya, MH",1.0,0.0,0.0,0.0,0.0,0.015124806118891566,0.015124806118891566,0.015124806118891566,0.015124806118891566,0.015124806118891566,0.0,0.0,0.0,0.0,0.0
"Hingoli, MH",52.0,0.0,0.10178350140334001,0.11874741830389668,0.11874741830389668,0.11874741830389668,0.11874741830389668,0.01696391690055667,0.11874741830389668,0.11874741830389668,0.11874741830389668,0.23749483660779336,0.4919535901161434,0.4580257563150301,0.6276649253205969
"Jalgaon, MH",57.0,0.009468706162849437,0.023671765407123593,0.047343530814247185,0.04260917773282247,0.07101529622137077,0.0757496493027955,0.06628094313994606,0.13729623936131682,0.13256188627989213,0.10415576779134382,0.11835882703561797,0.11835882703561797,0.023671765407123593,0.0757496493027955
"Jalna, MH",9.0,0.0,0.010211985501022987,0.010211985501022987,0.010211985501022987,0.010211985501022987,0.010211985501022987,0.0,0.0,0.0,0.0,0.010211985501022987,0.06127191300613791,0.06127191300613791,0.06127191300613791
"Kolhapur, MH",14.0,0.010325205245720526,0.010325205245720526,0.010325205245720526,0.005162602622860263,0.005162602622860263,0.005162602622860263,0.010325205245720526,0.015487807868580786,0.015487807868580786,0.025813013114301314,0.025813013114301314,0.025813013114301314,0.020650410491441052,0.020650410491441052
"Latur, MH",19.0,0.0,0.0,0.0,0.0,0.008144838025642394,0.008144838025642394,0.01628967605128479,0.03257935210256958,0.03257935210256958,0.02443451407692718,0.02443451407692718,0.01628967605128479,0.0,0.057013866179496754
"Mumbai, MH",9310.0,8.665065038846574,10.076396248401922,12.41590023541259,11.691162587262546,13.045277666700784,12.498545756692856,13.356787708449486,12.352326757504692,13.592009576708712,12.523975147856016,15.289421436849603,16.4210293436102,16.726182037568112,16.948689210245757
"Mumbai Suburban, MH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nagpur, MH",174.0,0.04727958632940849,0.13324247056469665,0.1676276242588119,0.16332948004704748,0.1719257684705763,0.1719257684705763,0.1676276242588119,0.15473319162351867,0.16332948004704748,0.14613690319998987,0.13754061477646104,0.08166474002352374,0.07306845159999494,0.15473319162351867
"Nanded, MH",31.0,0.0,0.005958470651254884,0.005958470651254884,0.005958470651254884,0.005958470651254884,0.005958470651254884,0.011916941302509768,0.011916941302509768,0.011916941302509768,0.011916941302509768,0.01787541195376465,0.005958470651254884,0.16683717823513675,0.16683717823513675
"Nandurbar, MH",18.0,0.06074680912198385,0.09719489459517416,0.08504553277077738,0.08504553277077738,0.07289617094638061,0.07289617094638061,0.036448085473190305,0.036448085473190305,0.01214936182439677,0.01214936182439677,0.0,0.01214936182439677,0.01214936182439677,0.08504553277077738
"Nashik, MH",382.0,0.10476257199971453,0.11785789349967885,0.16041768837456286,0.13095321499964316,0.1702391794995361,0.166965349124545,0.1833345009995004,0.30119239449917923,0.28809707299921494,0.23898961737434876,0.36339517162400975,0.37976432349896516,0.291370903374206,0.6122062801233317
"Osmanabad, MH",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Palghar, MH",192.0,0.34112388950796557,0.1605288891802191,0.18728370404358893,0.1605288891802191,0.22072722262280123,0.24748203748617112,0.24748203748617112,0.28761425978122585,0.29430296349706836,0.2341046300544862,0.25417074120201355,0.28092555606538344,0.21403851890695882,0.2341046300544862
"Parbhani, MH",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010893352984942118,0.021786705969884235,0.021786705969884235,0.021786705969884235,0.021786705969884235
"Pune, MH",2015.0,0.545244760266805,0.6682961069418039,0.6555666572857695,0.6301077579737008,0.7192139055659412,0.6767824067124933,0.5876762591202529,0.5770683844068909,0.5282721607254258,0.5028132614133571,0.5600957848655117,0.5091779862413743,0.47098963727327126,1.7524209026473967
"Raigarh (Chhattisgarh), MH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ratnagiri, MH",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024803555837764904,0.037205333756647356,0.037205333756647356
"Sangli, MH",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014181505544082325,0.014181505544082325,0.021272258316123484,0.02836301108816465,0.02836301108816465,0.03545376386020581
"Satara, MH",63.0,0.02663184996148369,0.04660573743259645,0.019973887471112766,0.019973887471112766,0.019973887471112766,0.019973887471112766,0.0,0.019973887471112766,0.019973887471112766,0.019973887471112766,0.019973887471112766,0.03994777494222553,0.02663184996148369,0.3062662745570624
"Sindhudurg, MH",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023560789192194783,0.023560789192194783,0.023560789192194783
"Solapur, MH",101.0,0.009268856387643966,0.03244099735675388,0.023172140969109915,0.023172140969109915,0.023172140969109915,0.023172140969109915,0.0834197074887957,0.1622049867837694,0.17610827136523535,0.2409902660787431,0.28270011982314097,0.23172140969109914,0.1575705585899474,0.20391484052816725
"Thane, MH",891.0,0.12477229056971029,0.1464718193644425,0.09222299737761194,0.09222299737761194,0.05424882198683056,0.05424882198683056,0.02531611692718759,0.15551328969558093,0.2603943455367867,0.37070028357667545,0.5027057504112965,0.6039702181200468,0.5750375130604038,0.643752687577056
"Wardha, MH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Washim, MH",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yavatmal, MH",58.0,0.0,0.01441204097199128,0.01441204097199128,0.01441204097199128,0.01441204097199128,0.01441204097199128,0.10088428680393895,0.1657384711778997,0.2233866350658648,0.2233866350658648,0.2233866350658648,0.12250234826192588,0.05764816388796512,0.08647224583194767
"Bishnupur, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chandel, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Churachandpur, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Imphal East, MN",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Imphal West, MN",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jiribam, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kakching, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kamjong, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kangpokpi, MN",0.0,,,,,,,,,,,,,,
"None, MN",0.0,,,,,,,,,,,,,,
"Pherjawl, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Senapati, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tamenglong, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tengnoupal, MN",0.0,,,,,,,,,,,,,,
"Thoubal, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ukhrul, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"East Garo Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"East Jainta Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"East Khasi Hills, ML",12.0,0.07281032062024685,0.07281032062024685,0.02427010687341562,0.02427010687341562,0.02427010687341562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Garo Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ribhoi, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Garo Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South West Garo Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South West Khasi Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"West Garo Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"West Jaintia Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"West khasi Hills, ML",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aizawl, MZ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Champhai, MZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kolasib, MZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lawngtlai, MZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lunglei, MZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mamit, MZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saiha, MZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Serchhip, MZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dimapur, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kiphire, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kohima, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Longleng, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mokokchung, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mon, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Peren, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phek, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tuensang, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wokha, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zunheboto, NL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anugul, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Balangir, OR",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024263393696612953,0.024263393696612953,0.024263393696612953,0.024263393696612953
"Baleshwar, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bargarh, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Baudh, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bhadrak, OR",19.0,0.06637805488403091,0.09292927683764325,0.09292927683764325,0.146031720744868,0.07965366586083707,0.07965366586083707,0.09292927683764325,0.09292927683764325,0.03982683293041853,0.03982683293041853,0.03982683293041853,0.0,0.0,0.026551221953612363
"Cuttack, OR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Debagarh, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dhenkanal, OR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gajapati, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ganjam, OR",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363148910373448,0.011363148910373448,0.011363148910373448
"Jagatsinghapur, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jajapur, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jharsuguda, OR",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03451257034093243,0.03451257034093243,0.03451257034093243,0.06902514068186485,0.06902514068186485,0.03451257034093243
"Kalahandi, OR",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kandhamal, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kendrapara, OR",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kendujhar, OR",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011093995541323193,0.011093995541323193,0.011093995541323193,0.011093995541323193,0.022187991082646387,0.011093995541323193
"Khordha, OR",47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008903367743365767,0.008903367743365767,0.008903367743365767,0.008903367743365767,0.008903367743365767,0.0
"Koraput, OR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01452502443835362,0.01452502443835362,0.01452502443835362,0.01452502443835362,0.01452502443835362,0.0,0.0,0.0
"Malkangiri, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mayurbhanj, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nabarangapur, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nayagarh, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nuapada, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Puri, OR",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rayagada, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sambalpur, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Subarnapur, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sundargarh, OR",11.0,0.009612316068332034,0.009612316068332034,0.009612316068332034,0.009612316068332034,0.0,0.028836948204996098,0.06728621247832423,0.06728621247832423,0.06728621247832423,0.06728621247832423,0.038449264273328135,0.0,0.0,0.009612316068332034
"Karaikal, PY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mahe, PY",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782858236081883,0.4782858236081883,0.4782858236081883
"Puducherry, PY",7.0,0.0,0.0,0.0,0.0,0.021046229094517564,0.021046229094517564,0.021046229094517564,0.021046229094517564,0.021046229094517564,0.0,0.0,0.0,0.0,0.0
"Yanam, PY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Amritsar, PB",218.0,0.0,0.016058510789914132,0.016058510789914132,0.024087766184871195,0.024087766184871195,0.024087766184871195,0.008029255394957066,0.008029255394957066,0.0,0.22481915105879782,0.610223410016737,1.0357739459494615,1.6379681005712414,1.6379681005712414
"Barnala, PB",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06708100366597686,0.5701885311608031
"Bathinda, PB",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02880061978933787,0.02880061978933787,0.02880061978933787,0.02880061978933787,0.5040108463134126,0.48961053641874375
"Faridkot, PB",18.0,0.0,0.0,0.0,0.0,0.0,0.032362040620833386,0.032362040620833386,0.032362040620833386,0.09708612186250015,0.09708612186250015,0.06472408124166677,0.06472408124166677,0.06472408124166677,0.3883444874500006
"Fatehgarh Sahib, PB",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033343669870993346,0.23340568909695336,0.4668113781939067,0.4668113781939067
"Fazilka, PB",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06776887087742899,0.06776887087742899,0.06776887087742899,0.06776887087742899
"Firozpur, PB",8.0,0.0,0.0,0.0,0.0,0.0,0.07894096745115899,0.07894096745115899,0.07894096745115899,0.07894096745115899,0.07894096745115899,0.0,0.0,0.0,0.0
"Gurdaspur, PB",37.0,0.008699336153658114,0.008699336153658114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026098008460974344,0.026098008460974344,0.03479734461463246,0.2522807484560853,0.30447676537803403
"Hoshiarpur, PB",88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012635891111471936,0.05054356444588774,0.05054356444588774,0.05054356444588774,0.4422561889015178,1.010871288917755,0.9729636155833391
"Jalandhar, PB",119.0,0.1558379889932545,0.17417187005128443,0.16500492952226947,0.14667104846423956,0.16500492952226947,0.19250575110931442,0.13750410793522455,0.1558379889932545,0.12833716740620957,0.12833716740620957,0.24750739428340424,0.38501150221862884,0.35751068063158387,0.38501150221862884
"Kapurthala, PB",13.0,0.0,0.02445980520211137,0.02445980520211137,0.02445980520211137,0.02445980520211137,0.02445980520211137,0.07337941560633411,0.07337941560633411,0.07337941560633411,0.22013824681900235,0.22013824681900235,0.17121863641477958,0.17121863641477958,0.17121863641477958
"Ludhiana, PB",109.0,0.022936555766508156,0.0,0.0,0.005734138941627039,0.005734138941627039,0.011468277883254078,0.011468277883254078,0.011468277883254078,0.06880966729952447,0.26377039131484376,0.33258005861436823,0.44726283744690903,0.5275407826296875,0.4644652542717902
"Mansa, PB",17.0,0.0,0.0,0.0,0.052028594915765704,0.052028594915765704,0.052028594915765704,0.052028594915765704,0.052028594915765704,0.0,0.0,0.0,0.0,0.07804289237364856,0.10405718983153141
"Moga, PB",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020155418431525494,0.04031083686305099,0.4837300423566118,0.4837300423566118,0.4837300423566118
"Pathankot, PB",27.0,0.0,0.0,0.0,0.0,0.03194102409311447,0.03194102409311447,0.03194102409311447,0.03194102409311447,0.03194102409311447,0.0,0.0,0.0,0.0,0.06388204818622895
"Patiala, PB",82.0,0.14521405589081562,0.23510847144227293,0.13138414580597604,0.1728738760604948,0.21436360631501356,0.20744865127259376,0.0829794605090375,0.0829794605090375,0.05531964033935834,0.020744865127259374,0.02765982016967917,0.1728738760604948,0.1728738760604948,0.1590439659756552
"Rupnagar, PB",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05853524333832346,0.05853524333832346,0.0878028650074852,0.32194383836077906,0.32194383836077906
"Mohali, PB",95.0,0.1216857121707007,0.1216857121707007,0.10140476014225058,0.04056190405690024,0.04056190405690024,0.02028095202845012,0.02028095202845012,0.06084285608535035,0.20280952028450117,0.4664618966543527,0.5881476088250535,0.6287095128819536,0.6084285608535036,0.4461809446259027
"Sangrur, PB",63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012088916397889757,0.036266749193669276,0.036266749193669276,0.04835566559155903,0.09671133118311806,0.7132460674754958
"Shahid Bhagat Singh Nagar, PB",84.0,0.0,0.0,0.0,0.0,0.0,0.03255409677030806,0.03255409677030806,0.03255409677030806,0.06510819354061612,0.09766229031092417,0.06510819354061612,0.06510819354061612,2.0834621932997157,2.0509080965294078
"Muktsar, PB",49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06646711760913346,0.06646711760913346,0.13293423521826692,1.0634738817461353,1.0634738817461353
"Tarn Taran, PB",40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928013427732195,0.12499218798825072,0.12499218798825072,0.24998437597650144,0.24998437597650144,0.16070424169917952,0.12499218798825072,0.5892488862303248
"Ajmer, RJ",154.0,0.3868602154115051,0.5880275274254878,0.5957647317337179,0.5570787101925674,0.5648159145007975,0.37912301110327506,0.12379526893168166,0.19343010770575256,0.2785393550962837,0.2940137637127439,0.2940137637127439,0.31722537663743416,0.2553277421715934,0.2011673120139827
"Alwar, RJ",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010893249153934956,0.010893249153934956,0.02178649830786991,0.02178649830786991,0.027233122884837386
"Banswara, RJ",62.0,0.0,0.0,0.0,0.0,0.0,0.011122270455801766,0.011122270455801766,0.022244540911603532,0.0333668113674053,0.055611352279008826,0.044489081823207065,0.044489081823207065,0.0333668113674053,0.022244540911603532
"Baran, RJ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016340923964863748,0.016340923964863748,0.016340923964863748,0.016340923964863748,0.016340923964863748
"Barmer, RJ",3.0,0.0,0.0,0.007679155661476709,0.007679155661476709,0.007679155661476709,0.007679155661476709,0.007679155661476709,0.0,0.0,0.0,0.0,0.0,0.0,0.007679155661476709
"Bharatpur, RJ",101.0,0.3609087210846405,0.36875456284735014,0.10984178467793407,0.03922920881354789,0.054920892338967034,0.06276673410167662,0.054920892338967034,0.03138336705083831,0.03138336705083831,0.015691683525419154,0.007845841762709577,0.015691683525419154,0.03138336705083831,0.02353752528812873
"Bhilwara, RJ",38.0,0.04978304961835069,0.04978304961835069,0.04978304961835069,0.04148587468195891,0.04148587468195891,0.0,0.016594349872783565,0.016594349872783565,0.03318869974556713,0.03318869974556713,0.03318869974556713,0.016594349872783565,0.016594349872783565,0.0
"Bikaner, RJ",35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446855552434912
"Bundi, RJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chittaurgarh, RJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Churu, RJ",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dausa, RJ",21.0,0.09772627603030982,0.09772627603030982,0.09772627603030982,0.09772627603030982,0.09772627603030982,0.012215784503788728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dhaulpur, RJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dungarpur, RJ",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01439982259418564,0.01439982259418564
"Ganganagar, RJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hanumangarh, RJ",9.0,0.06742898884612142,0.06742898884612142,0.06742898884612142,0.05619082403843452,0.05619082403843452,0.011238164807686905,0.011238164807686905,0.011238164807686905,0.011238164807686905,0.011238164807686905,0.0,0.0,0.0,0.0
"Jaipur, RJ",995.0,0.4771929529705336,0.6662694060343299,0.6152487758425119,0.648262124790159,0.5552245050286083,0.4051638279938493,0.2731104322032614,0.32713227593577465,0.31212620823229875,0.3451395571799457,0.3571444113427264,0.3841553332089831,0.40216261445315415,0.42317110923802037
"Jaisalmer, RJ",35.0,0.11904620183093059,0.11904620183093059,0.08928465137319794,0.059523100915465296,0.059523100915465296,0.0,0.029761550457732648,0.029761550457732648,0.029761550457732648,0.029761550457732648,0.029761550457732648,0.0,0.0,0.0
"Jalor, RJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jhalawar, RJ",36.0,0.04251318085744834,0.028342120571632233,0.028342120571632233,0.028342120571632233,0.056684241143264466,0.07085530142908057,0.21256590428724173,0.21256590428724173,0.18422378371560952,0.15588166314397728,0.14171060285816114,0.0,0.0,0.014171060285816117
"Jhunjhunun, RJ",32.0,0.009347288211480528,0.009347288211480528,0.018694576422961056,0.009347288211480528,0.018694576422961056,0.018694576422961056,0.018694576422961056,0.009347288211480528,0.009347288211480528,0.0,0.0,0.0,0.0,0.0
"Jodhpur, RJ",706.0,0.830240056043917,0.7108591329526348,0.6728742937872269,0.444965258794779,0.31473152451338027,0.4341124476046625,0.4341124476046625,0.4666708811750122,0.5046557203404202,0.9984586294907235,0.9821794127055489,1.2480732868634046,1.258926098053521,1.6713329232779506
"Karauli, RJ",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
